event_name,block_number,txhash,log_index,timestamp,id,proposer,targets,signatures,calldatas,startBlock,endBlock,description,voter,proposalId,support,votes,eta,contract_address
ProposalCreated,9951904,0xeee9627ef06eb757e7959093c7ba8e3e4e64b466f286df5e482ff183ed95d25c,14,2020-04-27T02:41:52,1,0x8169522c2C57883E8EF80C498aAB7820dA539806,"['0x3d9819210A31b4961b30EF54bE2aeD79B9c9Cd3B', '0x3d9819210A31b4961b30EF54bE2aeD79B9c9Cd3B']","['_supportMarket(address)', '_setPriceOracle(address)']","[b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xf6P\xc3\xd8\x8d\x12\xdb\x85[\x8b\xf7\xd1\x1b\xe6\xc5ZN\x07\xdc\xc9', b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xdd\xc4j;\x07j\xecz\xb3\xfc7B\n\x8e\xdd)YvN\xc4']",9951905,9969185,"# Add USDT Support
In a September 2019 vote, users were given an opportunity to select which assets they favored adding to Compound; Maker and Tether (USDT) led the poll.

This proposal adds [Tether](https://etherscan.io/token/0xdac17f958d2ee523a2206206994597c13d831ec7) as a supported asset, with no collateral factor or reserve factor, and updates the Compound price feed to conservatively peg Tether to $1. By using a peg, weakness in the underlying asset won’t change collateral requirements for users borrowing Tether.

The initial [interest rate model](https://etherscan.io/address/0x6bc8fe27d0c7207733656595e73c0d5cf7afae36) for Tether is a jump-rate model which ranges from 2% at 0% utilization, to 20% at 90% utilization, then jumps to 40% at 100% utilization.

cUSDT is an upgradable cToken contract that has been modified to accommodate potential transfer fees in the underlying token. The cToken contract has been [reviewed by OpenZeppelin and the Compound team](https://compound.finance/security).",,,,,,0xc0dA01a04C3f3E0be433606045bB7017A7323E38
VoteCast,9952490,0x07076f7d6247f9c5c4703085b8adf30510bf1f96bdc9ba1322f0699a31599ab9,35,2020-04-27T04:54:53,,,,,,,,,0xb0325DbE7fA891436E83A094f9F12848c78e449b,1,True,24107640000000000000000,,0xc0dA01a04C3f3E0be433606045bB7017A7323E38
VoteCast,9952737,0x70851da3c89a8c1b30833e57bd52225f0752432dcef84d9a00773cf3ca760e26,80,2020-04-27T05:51:06,,,,,,,,,0x181fC4A2B228c0e0f996B736F0310Cf9B2e34b56,1,True,1000000000000000000,,0xc0dA01a04C3f3E0be433606045bB7017A7323E38
VoteCast,9952767,0x1d0f2246f485d7862a7b5f97ba19059c69733c7642b4dd016c460b4119c60539,126,2020-04-27T05:56:47,,,,,,,,,0xE3c9eCe23316B6B06142Fa0CA915f02C323C6b21,1,True,5000000000000000000000,,0xc0dA01a04C3f3E0be433606045bB7017A7323E38
VoteCast,9953038,0xc8b158cbab11e1ca226bf6ee8a8eeb8337c1771a5f67a342fa4d52b035d6ff53,152,2020-04-27T06:53:45,,,,,,,,,0x8703028934B24b47496AD84afD635EA7938487Be,1,False,12500000000000000000000,,0xc0dA01a04C3f3E0be433606045bB7017A7323E38
VoteCast,9953051,0x40ad76ab86471ac45a690a2f7cec7be9025940e47699ff31778ec65d66bd1c10,156,2020-04-27T06:58:12,,,,,,,,,0x1d29756e8f7b091cE6c11a35980dE79c7eDa5D1f,1,True,50000000000000000000000,,0xc0dA01a04C3f3E0be433606045bB7017A7323E38
VoteCast,9953329,0x35efe2d8015ba5f3626e33181e574af30a0649d488e8e7e00a731e5109ea605c,195,2020-04-27T08:04:42,,,,,,,,,0x54A37d93E57c5DA659F508069Cf65A381b61E189,1,True,22500000000000000000000,,0xc0dA01a04C3f3E0be433606045bB7017A7323E38
VoteCast,9953355,0xcbc3c58ccbed317158316cd0d3485c5bf2a09bb78de766ea6b21b4e3fcaf8976,142,2020-04-27T08:12:02,,,,,,,,,0x2Fd6181541bEbe30D17CF3a5d9f40eBceCbdBA43,1,True,25000000000000000000000,,0xc0dA01a04C3f3E0be433606045bB7017A7323E38
VoteCast,9955624,0x9728257850423882e921fd0726edee661249c1365eae6bfbf3e6d81f1d232349,103,2020-04-27T16:37:05,,,,,,,,,0xE5A52921901C58971ba60725651Dc28bdE98BEB9,1,True,100010000000000000000000,,0xc0dA01a04C3f3E0be433606045bB7017A7323E38
VoteCast,9956079,0x988339b8af27a13e466f1c170dd081ae7ac8b1de9bcc0b1057d5018334a1c68d,91,2020-04-27T18:14:38,,,,,,,,,0x7F89077b122aFaaF6AB50AA12E9CB46bB9a058c4,1,True,13018130000000000000000,,0xc0dA01a04C3f3E0be433606045bB7017A7323E38
